"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"CHKP","Check Point Software Technologies Ltd.","120.47","16889905083.24","n/a","1996","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/chkp",
"CHEK","Check-Cap Ltd.","0.3342","15450726.3792","n/a","2015","Health Care","Medical Electronics","https://old.nasdaq.com/symbol/chek",
"CHEKZ","Check-Cap Ltd.","0.0398","0","n/a","n/a","Health Care","Medical Electronics","https://old.nasdaq.com/symbol/chekz",
"CMPI","Checkmate Pharmaceuticals, Inc.","11.74","252956978.34","n/a","2020","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/cmpi",
"CKPT","Checkpoint Therapeutics, Inc.","2.44","164740303.92","n/a","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/ckpt",
"CEMI","Chembio Diagnostics, Inc.","4.93","99396402.06","n/a","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/cemi",
"CCXI","ChemoCentryx, Inc.","58.8","4050878588.4","n/a","2012","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/ccxi",
"CHMG","Chemung Financial Corp","36.8","174652800","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/chmg",
"CHFS","CHF Solutions, Inc.","6.54","17892844.86","n/a","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://old.nasdaq.com/symbol/chfs",
"CHMA","Chiasma, Inc.","3.88","224272858.04","n/a","2015","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/chma",
"CSSE","Chicken Soup for the Soul Entertainment, Inc.","14.68","185685822.64","n/a","2017","Consumer Services","Movies/Entertainment","https://old.nasdaq.com/symbol/csse",
"CSSEN","Chicken Soup for the Soul Entertainment, Inc.","24.875","0","n/a","n/a","Consumer Services","Movies/Entertainment","https://old.nasdaq.com/symbol/cssen",
"CSSEP","Chicken Soup for the Soul Entertainment, Inc.","23.12","0","n/a","n/a","Consumer Services","Movies/Entertainment","https://old.nasdaq.com/symbol/cssep",
"PLCE","Children&#39;s Place, Inc. (The)","28.22","411668082.86","n/a","1997","Consumer Services","Clothing/Shoe/Accessory Stores","https://old.nasdaq.com/symbol/plce",
"CMRX","Chimerix, Inc.","2.82","175404659.88","n/a","2013","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/cmrx",
"CAAS","China Automotive Systems, Inc.","3.21","100068684.45","n/a","n/a","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/caas",
"CBPO","China Biologic Products Holdings, Inc.","113.18","4366923198.86","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/cbpo",
"CCRC","China Customer Relations Centers, Inc.","4.98","91281408","n/a","2015","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/ccrc",
"JRJC","China Finance Online Co. Limited","9.91","21821423.6","2201960","2004","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/jrjc",
"HGSH","China HGS Real Estate, Inc.","1.42","31985500","n/a","n/a","Finance","Real Estate","https://old.nasdaq.com/symbol/hgsh",
"CIH","China Index Holdings Limited","1.49","95885064.08","64352392","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/cih",
"CJJD","China Jo-Jo Drugstores, Inc.","1.0088","38295853.752","n/a","n/a","Health Care","Medical/Nursing Services","https://old.nasdaq.com/symbol/cjjd",
"CLEU","China Liberal Education Holdings Limited","5.9935","37958831.3355","n/a","2020","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/cleu",
"CHNR","China Natural Resources, Inc.","1.37","46563672.34","n/a","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/chnr",
"CREG","China Recycling Energy Corporation","3.75","9947111.25","n/a","n/a","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/creg",
"SXTC","China SXT Pharmaceuticals, Inc.","0.326","19604626.14","n/a","2019","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/sxtc",
"CXDC","China XD Plastics Company Limited","1.18","83247632.38","n/a","n/a","Capital Goods","Containers/Packaging","https://old.nasdaq.com/symbol/cxdc",
"PLIN","China Xiangtai Food Co., Ltd.","1.05","25088728.35","n/a","2019","Consumer Non-Durables","Meat/Poultry/Fish","https://old.nasdaq.com/symbol/plin",
"CD","Chindata Group Holdings Limited","13.59","543600000","40000000","2020","n/a","n/a","https://old.nasdaq.com/symbol/cd",
"KDNY","Chinook Therapeutics, Inc.","15.39","249499617.39","n/a","2015","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/kdny",
"IMOS","ChipMOS TECHNOLOGIES INC.","20.335","93474646.895","4596737","n/a","Technology","Semiconductors","https://old.nasdaq.com/symbol/imos",
"COFS","ChoiceOne Financial Services, Inc.","29.55","230115660.6","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/cofs",
"CHPM","CHP Merger Corp.","10","375000000","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/chpm",
"CHPMU","CHP Merger Corp.","10.52","0","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/chpmu",
"CHPMW","CHP Merger Corp.","1.17","0","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/chpmw",
"CDXC","ChromaDex Corporation","4.82","297029733.32","n/a","n/a","Consumer Durables","Specialty Chemicals","https://old.nasdaq.com/symbol/cdxc",
"CHSCL","CHS Inc","28.36","0","n/a","n/a","Consumer Services","Farming/Seeds/Milling","https://old.nasdaq.com/symbol/chscl",
"CHSCM","CHS Inc","27.17","0","n/a","n/a","Consumer Services","Farming/Seeds/Milling","https://old.nasdaq.com/symbol/chscm",
"CHSCN","CHS Inc","27.81","0","n/a","n/a","Consumer Services","Farming/Seeds/Milling","https://old.nasdaq.com/symbol/chscn",
"CHSCO","CHS Inc","28.09","0","n/a","n/a","Consumer Services","Farming/Seeds/Milling","https://old.nasdaq.com/symbol/chsco",
"CHSCP","CHS Inc","28.88","0","n/a","n/a","Consumer Services","Farming/Seeds/Milling","https://old.nasdaq.com/symbol/chscp",
"CHDN","Churchill Downs, Incorporated","173.21","6830388775.08","n/a","n/a","Consumer Services","Services-Misc. Amusement & Recreation","https://old.nasdaq.com/symbol/chdn",
"CHUY","Chuy&#39;s Holdings, Inc.","23.31","458971382.52","n/a","2012","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/chuy",
"CDTX","Cidara Therapeutics, Inc.","3.03","130166360.85","n/a","2015","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/cdtx",
"CIIC","CIIG Merger Corp.","10.23","330876562.5","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/ciic",
"CIICU","CIIG Merger Corp.","10.725","0","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/ciicu",
"CIICW","CIIG Merger Corp.","1.271","0","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/ciicw",
"CMCT","CIM Commercial Trust Corporation","7.94","117729635.4","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/cmct",
"CMCTP","CIM Commercial Trust Corporation","23.6753","0","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/cmctp",
"CMPR","Cimpress PLC","81.61","2122157794.89","n/a","n/a","Miscellaneous","Publishing","https://old.nasdaq.com/symbol/cmpr",
"CNNB","Cincinnati Bancorp, Inc.","9.45","28119656.25","n/a","2020","Finance","Savings Institutions","https://old.nasdaq.com/symbol/cnnb",
"CINF","Cincinnati Financial Corporation","77.4","12450061287","n/a","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/cinf",
"CIDM","Cinedigm Corp","0.575","69947135.975","n/a","n/a","Consumer Services","Consumer Electronics/Video Chains","https://old.nasdaq.com/symbol/cidm",
"CTAS","Cintas Corporation","338.07","35370703568.88","n/a","1983","Consumer Non-Durables","Apparel","https://old.nasdaq.com/symbol/ctas",
"CRUS","Cirrus Logic, Inc.","67.66","3950860095.68","n/a","1989","Technology","Semiconductors","https://old.nasdaq.com/symbol/crus",
"CSCO","Cisco Systems, Inc.","38.82","164341570029.54","n/a","1990","Technology","Computer Communications Equipment","https://old.nasdaq.com/symbol/csco",
"CTRN","Citi Trends, Inc.","27.78","295417020.36","n/a","2005","Consumer Services","Clothing/Shoe/Accessory Stores","https://old.nasdaq.com/symbol/ctrn",
"CTXR","Citius Pharmaceuticals, Inc.","1.14","63242437.08","n/a","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/ctxr",
"CTXRW","Citius Pharmaceuticals, Inc.","0.349","0","n/a","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/ctxrw",
"CZNC","Citizens & Northern Corp","17.91","284250917.43","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/cznc",
"CZWI","Citizens Community Bancorp, Inc.","7.48","83407198.6","n/a","n/a","Finance","Savings Institutions","https://old.nasdaq.com/symbol/czwi",
"CIZN","Citizens Holding Company","21.4","119548553.4","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/cizn",
"CTXS","Citrix Systems, Inc.","122.715","15159227907.42","n/a","1995","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/ctxs",
"CHCO","City Holding Company","62.17","996596290.6","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/chco",
"CIVB","Civista Bancshares, Inc. ","15.35","246413227.65","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/civb",
"CLAR","Clarus Corporation","16.21","502924878.74","n/a","n/a","Consumer Non-Durables","Recreational Products/Toys","https://old.nasdaq.com/symbol/clar",
"CLNE","Clean Energy Fuels Corp.","2.64","524544094.8","n/a","2007","Public Utilities","Natural Gas Distribution","https://old.nasdaq.com/symbol/clne",
"CLSK","CleanSpark, Inc.","8.8","152717637.6","n/a","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/clsk",
"CACG","ClearBridge All Cap Growth ETF","40.4168","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cacg",
"YLDE","ClearBridge Dividend Strategy ESG ETF","33.3102","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ylde",
"LRGE","ClearBridge Large Cap Growth ESG ETF","46.9393","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/lrge",
"CLFD","Clearfield, Inc.","21.58","294502367.9","n/a","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/clfd",
"CLRO","ClearOne, Inc.","1.93","36228526.01","n/a","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/clro",
"CLPT","ClearPoint Neuro Inc.","7.24","113894988.48","n/a","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/clpt",
"CLSD","Clearside Biomedical, Inc.","1.41","65342528.79","n/a","2016","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/clsd",
"CLIR","ClearSign Technologies Corporation","2.57","75349215.77","n/a","2012","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/clir",
"CBLI","Cleveland BioLabs, Inc.","2.6","33842606.2","n/a","2006","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://old.nasdaq.com/symbol/cbli",
"CLVS","Clovis Oncology, Inc.","5.58","492172801.38","n/a","2011","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/clvs",
"CLPS","CLPS Incorporation","4.33","68922038.9","n/a","2018","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/clps",
"CMLFU","CM Life Sciences, Inc.","10.54","0","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/cmlfu",
"CCMP","CMC Materials, Inc.","152.1","4419306262.8","n/a","2000","Technology","Semiconductors","https://old.nasdaq.com/symbol/ccmp",
"CME","CME Group Inc.","163.86","58764604161.72","n/a","2002","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/cme",
"CCNE","CNB Financial Corporation","20.07","339159297.33","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/ccne",
"CCNEP","CNB Financial Corporation","25.3","0","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/ccnep",
"CNSP","CNS Pharmaceuticals, Inc.","1.88","31306183","n/a","2019","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/cnsp",
"CCB","Coastal Financial Corporation","15.43","184037359.49","n/a","2018","Finance","Major Banks","https://old.nasdaq.com/symbol/ccb",
"COKE","Coca-Cola Consolidated, Inc.","247.52","2320175501.28","n/a","1972","Consumer Non-Durables","Beverages (Production/Distribution)","https://old.nasdaq.com/symbol/coke",
"COCP","Cocrystal Pharma, Inc.","0.8601","58971476.6712","n/a","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/cocp",
"CODA","Coda Octopus Group, Inc.","5.92","63651135.52","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/coda",
"CCNC","Code Chain New Continent Limited","1.79","54038234.82","n/a","2015","Finance","Business Services","https://old.nasdaq.com/symbol/ccnc",
"CDXS","Codexis, Inc.","14.415","852313110.3","n/a","2010","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/cdxs",
"CODX","Co-Diagnostics, Inc.","12.46","349910554.14","n/a","2017","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/codx",
"CDAK","Codiak BioSciences, Inc.","9.5","176645033","n/a","2020","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/cdak",
"CVLY","Codorus Valley Bancorp, Inc","13.91","136145488.18","n/a","n/a","Finance","Savings Institutions","https://old.nasdaq.com/symbol/cvly",
"JVA","Coffee Holding Co., Inc.","3.67","20950558.33","n/a","2005","Consumer Non-Durables","Food Distributors","https://old.nasdaq.com/symbol/jva",
"COGT","Cogent Biosciences, Inc.","2.79","118489651.11","n/a","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/cogt",
"CCOI","Cogent Communications Holdings, Inc.","57.67","2727197056.67","n/a","n/a","Consumer Services","Telecommunications Equipment","https://old.nasdaq.com/symbol/ccoi",
"CGNX","Cognex Corporation","69.93","12101197129.56","n/a","1989","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/cgnx",
"CTSH","Cognizant Technology Solutions Corporation","74.12","40190883797.04","n/a","1998","Technology","EDP Services","https://old.nasdaq.com/symbol/ctsh",
"CWBR","CohBar, Inc.","0.9153","53053908.2577","n/a","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/cwbr",
"COHR","Coherent, Inc.","125.95","3055083252.1","n/a","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://old.nasdaq.com/symbol/cohr",
"CHRS","Coherus BioSciences, Inc.","17.59","1257164986.83","n/a","2014","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/chrs",
"COHU","Cohu, Inc.","19.22","804605322.4","n/a","n/a","Capital Goods","Electrical Products","https://old.nasdaq.com/symbol/cohu",
"CGRO","Collective Growth Corporation","9.73","184991625","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/cgro",
"CGROU","Collective Growth Corporation","10.07","0","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/cgrou",
"CGROW","Collective Growth Corporation","0.7","0","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/cgrow",
"CLCT","Collectors Universe, Inc.","60.42","558275422.62","n/a","1999","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/clct",
"COLL","Collegium Pharmaceutical, Inc.","19.34","667726071","n/a","2015","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/coll",
"CIGI","Colliers International Group Inc. ","65.56","2622322049.16","n/a","n/a","Finance","Real Estate","https://old.nasdaq.com/symbol/cigi",
"CLGN","CollPlant Biotechnologies Ltd.","6.98","44831018.36","6422782","n/a","n/a","n/a","https://old.nasdaq.com/symbol/clgn",
"CBAN","Colony Bankcorp, Inc.","12.75","121109483.25","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/cban",
"CSCW","Color Star Technology Co. Ltd.","0.6328","34273594.0008","n/a","n/a","Basic Industries","Engineering & Construction","https://old.nasdaq.com/symbol/cscw",
"COLB","Columbia Banking System, Inc.","28.16","2016780930.56","n/a","1992","Finance","Major Banks","https://old.nasdaq.com/symbol/colb",
"CLBK","Columbia Financial, Inc.","12.92","1486511788.64","n/a","2018","Finance","Savings Institutions","https://old.nasdaq.com/symbol/clbk",
"COLM","Columbia Sportswear Company","95.83","6339019954.68","n/a","1998","Consumer Non-Durables","Apparel","https://old.nasdaq.com/symbol/colm",
"CMCO","Columbus McKinnon Corporation","37.64","898920399.64","n/a","1996","Capital Goods","Construction/Ag Equipment/Trucks","https://old.nasdaq.com/symbol/cmco",
"CMCSA","Comcast Corporation","45.06","205838613666.84","n/a","n/a","Consumer Services","Television Services","https://old.nasdaq.com/symbol/cmcsa",
"CBSH","Commerce Bancshares, Inc.","63.76","7111364610.72","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/cbsh",
"CVGI","Commercial Vehicle Group, Inc.","5.98","195217387.04","n/a","2004","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/cvgi",
"COMM","CommScope Holding Company, Inc.","9.58","1885473368.32","n/a","2013","Technology","Radio And Television Broadcasting And Communications Equipment","https://old.nasdaq.com/symbol/comm",
"JCS","Communications Systems, Inc.","4.09","38267614.65","n/a","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/jcs",
"ESXB","Community Bankers Trust Corporation.","5.39","120258214.23","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/esxb",
"CFBI","Community First Bancshares, Inc.","7.76","58749384.72","n/a","2017","Finance","Savings Institutions","https://old.nasdaq.com/symbol/cfbi",
"CTBI","Community Trust Bancorp, Inc.","32.68","581769752.16","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/ctbi",
"CWBC","Community West Bancshares","8.25","69897819.75","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/cwbc",
"CVLT","Commvault Systems, Inc.","42.32","1963304403.92","n/a","2006","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/cvlt",
"CMPS","COMPASS Pathways Plc","38.39","257213000","6700000","2020","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/cmps",
"CGEN","Compugen Ltd.","14.16","1170949999.44","n/a","2000","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/cgen",
"CPSI","Computer Programs and Systems, Inc.","29.09","422157134.45","n/a","2002","Technology","EDP Services","https://old.nasdaq.com/symbol/cpsi",
"CTG","Computer Task Group, Incorporated","5.7","86487519.3","n/a","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/ctg",
"SCOR","comScore, Inc.","2.02","146841520.44","n/a","2018","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/scor",
"CHCI","Comstock Holding Companies, Inc.","2.42","19549999.04","n/a","2004","Finance","Real Estate","https://old.nasdaq.com/symbol/chci",
"CMTL","Comtech Telecommunications Corp.","16.21","405157975.83","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://old.nasdaq.com/symbol/cmtl",
"CNCE","Concert Pharmaceuticals, Inc.","11.91","353465837.52","n/a","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/cnce",
"BBCP","Concrete Pumping Holdings, Inc. ","3.76","218832315.84","n/a","2017","Basic Industries","Engineering & Construction","https://old.nasdaq.com/symbol/bbcp",
"CDOR","Condor Hospitality Trust, Inc.","2.915","35008619.47","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/cdor",
"CNDT","Conduent Incorporated","3.74","782513924.28","n/a","n/a","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/cndt",
"CFMS","ConforMIS, Inc.","0.741","57468653.658","n/a","2015","Health Care","Industrial Specialties","https://old.nasdaq.com/symbol/cfms",
"CNFR","Conifer Holdings, Inc.","2.5659","24627905.9145","n/a","2015","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/cnfr",
"CNFRL","Conifer Holdings, Inc.","21.01","0","n/a","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/cnfrl",
"CNMD","CONMED Corporation","84.47","2413424975.42","n/a","1987","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://old.nasdaq.com/symbol/cnmd",
"CNOB","ConnectOne Bancorp, Inc.","16.49","655522204.39","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/cnob",
"CONN","Conn&#39;s, Inc.","11.37","331259765.28","n/a","2003","Consumer Services","Consumer Electronics/Video Chains","https://old.nasdaq.com/symbol/conn",
"CNSL","Consolidated Communications Holdings, Inc.","5.01","397846730.25","n/a","2005","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/cnsl",
"CWCO","Consolidated Water Co. Ltd.","10.77","162864467.73","n/a","n/a","Public Utilities","Water Supply","https://old.nasdaq.com/symbol/cwco",
"CNST","Constellation Pharmaceuticals, Inc.","24.2","1149500774.4","n/a","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/cnst",
"ROAD","Construction Partners, Inc.","21.23","1099326446.35","n/a","2018","Basic Industries","Military/Government/Technical","https://old.nasdaq.com/symbol/road",
"CPSS","Consumer Portfolio Services, Inc.","3.91","87994033.88","n/a","1992","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/cpss",
"CFRX","ContraFect Corporation","5.37","149336112.84","n/a","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/cfrx",
"CPTI","ConversionPoint Holdings, Inc.","n/a","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cpti",
"CPAA","Conyers Park II Acquisition Corp.","9.84","553500000","n/a","2019","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/cpaa",
"CPAAU","Conyers Park II Acquisition Corp.","10.45","0","n/a","2019","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/cpaau",
"CPAAW","Conyers Park II Acquisition Corp.","1.4","0","n/a","2019","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/cpaaw",
"CPRT","Copart, Inc.","114.29","26969230736.8","n/a","1994","Consumer Durables","Automotive Aftermarket","https://old.nasdaq.com/symbol/cprt",
"CRBP","Corbus Pharmaceuticals Holdings, Inc.","1.01","82529255.34","n/a","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/crbp",
"CORT","Corcept Therapeutics Incorporated","17.85","2062704159.6","n/a","2004","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/cort",
"CORE","Core-Mark Holding Company, Inc.","28.82","1299559682.52","n/a","n/a","Consumer Non-Durables","Food Distributors","https://old.nasdaq.com/symbol/core",
"CSOD","Cornerstone OnDemand, Inc.","39.23","2531824406.18","n/a","2011","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/csod",
"CRSR","Corsair Gaming, Inc.","24.67","2265923859.22","n/a","2020","Technology","Computer peripheral equipment","https://old.nasdaq.com/symbol/crsr",
"CRTX","Cortexyme, Inc.","49.79","1468191288.46","n/a","2019","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/crtx",
"CLDB","Cortland Bancorp","14.85","62713836.9","n/a","n/a","Finance","Savings Institutions","https://old.nasdaq.com/symbol/cldb",
"CRVL","CorVel Corp.","92.21","1653534985.54","n/a","n/a","Finance","Specialty Insurers","https://old.nasdaq.com/symbol/crvl",
"KOR","Corvus Gold Inc.","2.38","295091071.1","n/a","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/kor",
"CRVS","Corvus Pharmaceuticals, Inc.","3.96","111021502.68","n/a","2016","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/crvs",
"CSGP","CoStar Group, Inc.","819.81","32273540611.38","n/a","1998","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/csgp",
"COST","Costco Wholesale Corporation","374.6","165284018914.2","n/a","n/a","Consumer Services","Department/Specialty Retail Stores","https://old.nasdaq.com/symbol/cost",
"CPAH","CounterPath Corporation","3.05","19556075.4","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/cpah",
"ICBK","County Bancorp, Inc.","19.13","120861235.7","n/a","2015","Finance","Major Banks","https://old.nasdaq.com/symbol/icbk",
"COUP","Coupa Software Incorporated","302","20792149756","n/a","2016","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/coup",
"CVLG","Covenant Logistics Group, Inc.","17.37","297621297.18","n/a","n/a","Transportation","Trucking Freight/Courier Services","https://old.nasdaq.com/symbol/cvlg",
"CVET","Covetrus, Inc.","27","3435104646","n/a","n/a","Health Care","Medical/Nursing Services","https://old.nasdaq.com/symbol/cvet",
"COWN","Cowen Inc.","19.21","531609894.42","n/a","n/a","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/cown",
"COWNL","Cowen Inc.","27","0","n/a","n/a","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/cownl",
"COWNZ","Cowen Inc.","25.56","0","n/a","n/a","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/cownz",
"CPSH","CPS Technologies Corp.","1.71","22736447.28","n/a","n/a","Capital Goods","Building Materials","https://old.nasdaq.com/symbol/cpsh",
"CRAI","CRA International,Inc.","40.25","314997506.25","n/a","1998","Miscellaneous","Other Consumer Services","https://old.nasdaq.com/symbol/crai",
"CBRL","Cracker Barrel Old Country Store, Inc.","124.99","2961937401.05","n/a","1981","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/cbrl",
"CRTD","Creatd Inc.","2.8","23809371.6","n/a","n/a","Consumer Services","Movies/Entertainment","https://old.nasdaq.com/symbol/crtd",
"CRTDW","Creatd Inc.","1.05","0","n/a","n/a","Consumer Services","Movies/Entertainment","https://old.nasdaq.com/symbol/crtdw",
"CREX","Creative Realities, Inc.","1.18","12298963","n/a","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/crex",
"CREXW","Creative Realities, Inc.","0.2199","0","n/a","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/crexw",
"CACC","Credit Acceptance Corporation","339.64","5994465990.8","n/a","1992","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/cacc",
"GLDI","Credit Suisse AG","9.86","0","n/a","n/a","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/gldi",
"SLVO","Credit Suisse AG","6.37","0","n/a","n/a","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/slvo",
"USOI","Credit Suisse AG","4.32","0","n/a","n/a","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/usoi",
"CREE","Cree, Inc.","72.53","7957712649.62","n/a","1993","Technology","Semiconductors","https://old.nasdaq.com/symbol/cree",
"CRSA","Crescent Acquisition Corp","10.1","315625000","n/a","2019","Consumer Services","Services-Misc. Amusement & Recreation","https://old.nasdaq.com/symbol/crsa",
"CRSAU","Crescent Acquisition Corp","10.3","0","n/a","2019","Consumer Services","Services-Misc. Amusement & Recreation","https://old.nasdaq.com/symbol/crsau",
"CRSAW","Crescent Acquisition Corp","0.84","0","n/a","2019","Consumer Services","Services-Misc. Amusement & Recreation","https://old.nasdaq.com/symbol/crsaw",
